funding,team_experience,market_size,competition,business_model,years_operating,burn_rate,revenue_growth,debt_ratio,failure
4751795,9,7,2,3,13,0.739,0.804,0.43,0
9124162,7,8,4,3,13,0.656,0.581,1.121,0
3806939,9,3,5,4,5,0.812,0.812,0.662,1
612602,9,8,5,8,8,0.138,-0.126,1.707,1
7399859,1,9,7,3,4,0.467,1.333,0.601,0
5390921,1,5,4,1,14,0.554,0.88,1.668,1
256722,3,9,6,7,11,0.642,0.944,0.73,1
9920985,4,1,1,4,6,0.455,1.492,0.583,0
9697238,4,9,5,3,0,0.736,1.201,0.956,0
954286,7,3,1,7,1,0.348,1.292,1.243,1
187312,9,6,8,1,13,0.654,1.03,0.733,1
6777716,1,7,6,3,3,0.28,0.557,1.61,0
6261589,7,5,6,9,5,0.613,0.437,0.712,0
9518267,3,5,4,4,0,0.856,1.171,0.885,0
6910125,3,2,2,8,14,0.828,0.387,0.231,0
3220403,1,8,4,7,1,0.175,0.73,0.703,1
7983058,4,8,5,3,10,0.14,1.321,1.038,0
4381498,3,6,3,5,0,0.878,-0.176,1.915,1
2313489,8,8,4,2,2,0.201,-0.143,1.138,1
4104284,1,5,7,6,4,0.555,-0.029,1.84,1
7330604,1,6,8,9,1,0.816,0.404,0.395,0
6487700,1,9,1,5,6,0.461,1.044,1.98,0
8311452,4,3,1,2,1,0.636,-0.086,1.528,1
7196513,3,3,5,7,10,0.888,0.855,0.616,0
3217324,8,7,1,6,12,0.918,0.241,1.065,1
6474803,6,2,3,8,14,0.068,0.855,0.267,0
1123406,5,1,4,5,3,0.08,0.199,0.698,1
6562066,4,2,7,5,1,0.592,1.403,0.404,0
9648258,1,4,2,4,5,0.671,-0.116,0.294,0
7726772,3,3,4,7,6,0.706,0.235,1.64,0
1662888,2,5,8,8,8,0.73,-0.253,1.636,1
1656082,4,1,1,3,14,0.444,0.617,0.479,1
4656157,2,1,2,8,2,0.799,0.173,0.456,1
7326538,3,1,4,5,14,0.662,1.419,0.818,0
2853770,9,1,8,8,11,0.38,0.467,0.354,1
5337778,1,5,8,7,9,0.342,0.314,0.092,1
4650851,7,9,5,3,14,0.699,0.151,1.503,0
2937203,9,7,7,7,7,0.747,-0.207,0.346,1
1658382,1,6,6,7,13,0.751,0.397,1.804,1
8700817,6,8,4,9,6,0.245,-0.238,1.698,0
6839563,4,3,5,1,12,0.808,1.439,0.821,0
7601577,1,4,1,4,7,0.821,0.715,0.547,0
6454498,1,8,6,2,4,0.446,0.362,1.489,0
3904415,6,9,1,6,7,0.874,0.629,0.712,0
5605882,3,2,6,6,5,0.544,0.606,0.975,1
6790495,3,9,7,5,9,0.182,-0.15,0.357,0
1217945,1,1,5,4,5,0.732,-0.001,1.401,1
5287793,3,7,7,5,11,0.218,0.717,0.215,0
9117024,8,7,2,2,3,0.562,1.216,1.871,0
6290526,9,9,4,4,6,0.497,1.075,0.164,0
5112430,8,4,2,2,5,0.212,0.782,0.308,0
9873824,4,4,9,8,13,0.163,0.295,1.644,0
235178,8,5,4,4,13,0.076,0.875,0.041,1
5272436,9,5,4,4,14,0.086,1.258,0.422,0
5682459,8,1,7,6,12,0.304,-0.089,1.939,1
9612954,4,5,9,8,4,0.75,0.355,0.364,0
3958418,2,9,8,6,5,0.53,1.359,1.738,1
628946,9,5,7,7,6,0.258,0.239,0.099,1
5389992,9,4,3,4,7,0.817,1.424,0.016,0
9239865,4,6,1,2,14,0.493,-0.107,0.891,0
9549130,3,2,1,9,3,0.572,1.223,0.684,0
2648967,3,6,3,5,3,0.582,0.957,1.226,0
4859010,4,4,9,4,4,0.285,0.542,0.831,1
7675509,5,4,3,3,7,0.334,0.607,0.087,0
2124402,4,2,7,8,7,0.8,0.158,1.931,1
5026229,8,9,3,1,11,0.288,0.899,0.857,0
2345643,3,8,2,2,10,0.781,0.104,1.159,1
3481098,9,5,9,8,6,0.865,0.723,1.974,0
3128723,6,2,7,9,8,0.558,1.004,1.167,1
7784757,4,9,2,2,3,0.148,1.06,0.912,0
4613538,7,2,8,9,5,0.251,1.424,0.621,0
8613525,4,3,5,6,11,0.426,1.371,1.175,0
6984589,9,6,9,2,8,0.871,-0.084,0.107,1
5072438,7,7,1,3,5,0.909,-0.238,0.054,0
4836297,9,4,3,8,3,0.842,0.731,0.853,0
3443090,8,4,5,8,10,0.503,1.243,0.837,0
2804591,1,3,8,8,11,0.552,1.331,1.22,1
8319718,9,4,4,7,12,0.294,0.613,1.682,0
8635033,3,3,8,4,9,0.715,0.425,0.797,1
1988886,8,1,5,9,8,0.483,0.21,1.429,1
5770088,8,1,7,5,3,0.414,0.159,0.43,1
2791079,8,5,9,4,14,0.938,1.015,0.214,1
3600099,6,1,3,7,6,0.875,-0.022,1.427,1
1921928,4,8,4,1,3,0.138,0.879,0.896,1
4037811,9,2,3,6,13,0.114,0.032,0.923,0
2568651,8,1,7,7,8,0.479,-0.116,1.898,1
3091239,6,7,6,8,7,0.567,0.094,1.595,1
396043,1,4,2,5,3,0.207,-0.028,1.267,1
1181815,3,4,8,9,7,0.899,-0.064,0.231,1
4798954,7,6,8,6,3,0.688,1.25,1.956,1
5891251,7,5,1,9,13,0.873,0.123,0.089,0
8375290,3,8,2,3,7,0.406,0.089,1.942,0
9216913,1,5,3,8,1,0.085,0.999,1.637,0
7868840,8,5,1,4,11,0.856,0.376,0.155,0
3734119,5,3,7,9,3,0.233,0.318,1.87,1
3467790,4,2,6,5,10,0.836,0.886,0.339,0
735604,2,1,7,5,7,0.345,1.298,1.896,1
6490357,2,9,8,7,0,0.143,1.245,1.147,0
6250448,5,8,7,3,6,0.872,0.759,0.727,0
6546921,9,7,1,9,11,0.722,0.024,1.401,0
3287833,5,1,2,9,6,0.765,1.444,0.728,0
1362898,1,6,6,1,3,0.918,-0.211,1.72,1
6412920,4,7,2,4,11,0.207,0.6,0.07,0
2115889,8,6,4,2,14,0.908,0.906,1.07,1
2627318,6,7,2,3,10,0.899,-0.228,0.073,1
4020115,3,7,6,1,5,0.079,0.076,0.283,1
3938074,1,4,4,8,7,0.484,1.389,0.74,0
4589051,2,8,4,6,7,0.64,-0.039,0.546,0
2683803,5,1,1,4,8,0.816,1.445,0.075,1
7387614,2,8,2,9,1,0.871,0.57,0.087,0
6613511,8,7,5,3,7,0.142,1.293,1.561,0
2264516,2,1,5,2,2,0.573,0.69,0.429,1
4946508,3,6,1,4,3,0.383,-0.173,0.467,1
1252403,4,5,2,9,7,0.093,1.382,0.327,1
4714314,9,8,7,1,6,0.476,1.01,1.098,0
7770921,6,8,2,4,6,0.175,-0.188,0.921,0
2214836,9,5,2,9,5,0.571,-0.196,0.711,1
277655,5,2,9,2,2,0.833,1.226,1.893,1
9469380,1,6,9,9,10,0.823,1.042,0.951,0
8390835,8,1,3,1,2,0.822,-0.13,1.028,1
6568308,9,4,9,3,14,0.525,1.299,1.668,0
7750932,9,3,4,1,12,0.459,0.027,1.149,1
6904820,7,4,1,1,10,0.51,0.122,0.355,0
5144658,7,7,6,9,12,0.552,1.419,1.752,0
3580066,2,8,7,4,13,0.3,1.016,0.9,0
9713724,3,9,9,3,4,0.192,-0.16,0.237,0
7848998,7,9,9,3,10,0.505,0.763,0.851,0
631874,4,2,1,3,8,0.677,0.503,1.777,1
9166383,3,9,5,8,6,0.243,-0.116,1.929,0
2460163,1,9,4,3,12,0.424,1.081,0.124,1
4666021,5,3,5,1,3,0.727,-0.206,1.6,1
969597,6,4,1,7,0,0.49,1.355,1.057,1
7552451,1,9,5,5,11,0.938,0.977,1.063,0
8440732,3,6,6,1,6,0.638,-0.174,0.501,1
840716,5,2,2,4,0,0.791,1.143,0.206,1
2042814,9,6,8,8,1,0.139,-0.154,0.387,1
5153248,7,8,5,6,13,0.573,0.637,0.245,0
8068982,7,4,4,7,7,0.868,0.33,1.949,0
6112019,5,3,4,1,8,0.649,-0.281,0.981,1
9786564,4,9,3,9,0,0.377,0.054,1.696,0
5494194,8,6,8,2,13,0.201,0.928,1.529,0
4097608,3,5,2,2,12,0.57,0.199,0.991,1
3742240,5,9,6,2,0,0.734,1.201,1.395,1
8074577,4,5,1,9,0,0.319,1.47,0.595,0
720104,3,1,5,3,8,0.353,-0.147,1.71,1
9676109,1,7,6,7,13,0.398,0.167,1.058,0
4870006,7,3,3,3,9,0.116,-0.166,0.319,1
7115364,7,3,9,8,5,0.701,0.575,0.657,0
9906790,9,7,3,5,2,0.746,0.101,1.935,0
5819345,1,8,2,9,6,0.78,0.722,0.68,0
6881116,3,6,5,7,8,0.303,0.996,0.787,0
505789,7,1,8,1,12,0.873,-0.185,1.795,1
9608742,3,8,9,2,13,0.355,1.175,0.24,0
7761285,6,6,8,6,14,0.348,1.442,1.13,0
6180500,7,1,2,3,14,0.702,0.959,1.0,0
6189538,4,2,4,1,2,0.181,-0.158,1.731,1
8664949,6,8,7,2,1,0.362,0.497,1.604,0
2812603,5,7,8,1,13,0.682,0.469,1.983,1
9551082,8,1,2,9,8,0.596,1.238,0.251,0
2766518,9,5,3,9,11,0.624,1.128,0.824,0
5738215,8,2,6,4,6,0.582,-0.044,0.973,1
7284048,8,3,6,9,14,0.215,-0.208,1.423,0
373103,8,6,5,7,14,0.352,1.161,0.572,0
7601351,8,6,8,9,1,0.441,0.677,1.483,0
4425136,5,3,3,8,6,0.695,0.917,0.099,0
1994863,5,4,3,6,0,0.434,1.072,0.385,0
2589999,5,3,4,8,13,0.463,1.343,1.589,1
9195628,1,2,5,9,1,0.898,0.417,1.599,0
4135620,8,6,5,5,1,0.797,1.38,0.041,0
126032,6,7,1,4,0,0.837,0.988,0.133,1
7859247,1,7,1,6,1,0.483,-0.106,1.602,0
660564,8,1,3,4,12,0.872,0.684,1.2,1
7128188,6,4,6,8,11,0.201,0.901,0.182,0
4069684,2,3,1,4,0,0.059,1.059,1.971,0
6550291,9,4,2,8,3,0.676,0.932,1.607,0
8335797,5,5,6,8,9,0.364,0.596,1.659,0
9414581,5,4,8,5,7,0.479,0.174,0.282,0
623428,5,8,7,7,7,0.059,-0.007,1.233,1
5399048,9,7,1,3,5,0.712,0.724,0.001,0
7505695,7,4,3,7,11,0.162,-0.22,0.583,0
7123544,9,4,8,4,13,0.182,1.019,0.077,0
5190807,1,7,8,9,4,0.259,0.078,1.953,1
5048995,8,8,2,2,12,0.68,0.191,1.934,1
6664959,5,9,8,9,7,0.811,1.445,0.27,0
7088291,8,1,8,9,3,0.771,0.154,0.348,0
5691023,5,1,1,4,2,0.926,0.711,0.855,1
2434774,2,4,2,6,4,0.679,0.658,0.825,1
3832562,8,4,5,6,3,0.531,0.972,0.002,0
3395299,7,8,4,8,11,0.746,1.002,1.323,0
1842234,7,1,2,1,1,0.868,0.901,1.613,1
3500959,6,3,2,9,13,0.693,0.636,1.369,1
6032754,2,7,7,2,7,0.884,0.393,1.162,1
4281650,2,2,6,3,12,0.85,0.529,0.615,1
1658371,9,8,9,2,2,0.843,0.229,1.653,1
1400137,3,5,8,4,7,0.463,0.766,0.349,1
9401969,9,1,7,7,1,0.262,0.667,1.383,0
7620558,7,2,4,3,4,0.771,0.505,1.613,0
9857318,9,1,5,1,3,0.114,0.42,1.051,0
9584457,3,8,4,7,7,0.4,0.775,1.875,0
6015692,3,6,7,5,0,0.626,0.462,0.954,1
6020563,2,2,8,4,10,0.466,1.12,1.299,0
9606802,6,4,6,2,14,0.626,1.066,1.063,0
3197285,8,1,8,6,6,0.405,1.026,1.748,1
1989328,6,3,4,3,8,0.853,0.612,0.35,1
9822868,7,2,6,9,11,0.388,0.059,1.697,0
9701359,6,7,2,3,12,0.795,0.032,1.863,0
5311305,5,5,6,8,0,0.596,0.063,1.133,1
3761999,5,4,8,4,0,0.639,0.394,1.153,1
2309150,3,5,6,3,11,0.066,0.239,0.605,1
5197071,8,8,7,4,7,0.879,1.12,1.893,0
1877819,6,8,8,1,0,0.912,-0.203,1.048,1
2655901,2,5,2,4,10,0.636,-0.043,0.951,1
1358987,1,8,8,2,13,0.299,0.341,0.262,1
6233402,5,8,5,9,14,0.553,0.957,0.627,0
2081031,6,6,6,6,5,0.608,0.649,1.525,1
3144025,9,4,8,8,7,0.432,1.375,1.321,0
4640940,2,2,2,7,13,0.93,0.724,0.469,1
7526618,5,2,5,4,9,0.611,0.636,0.287,0
7732249,7,8,8,4,13,0.162,0.571,0.771,0
2096939,4,9,2,1,0,0.062,-0.244,0.88,1
1110808,7,7,5,7,7,0.712,0.674,0.204,0
219632,5,2,2,1,2,0.251,0.287,1.218,1
440125,3,2,7,7,12,0.94,1.397,1.297,1
2378789,6,5,5,1,12,0.873,1.157,1.621,1
1569836,4,2,7,4,9,0.249,1.183,1.12,1
7918329,4,4,5,7,3,0.843,-0.25,0.209,1
6968027,6,3,7,3,14,0.388,0.015,0.943,0
3980568,4,9,9,8,11,0.357,1.472,1.184,0
6893032,4,1,8,9,9,0.771,0.415,1.479,0
6924618,9,5,6,9,9,0.182,0.509,1.842,0
8860402,3,3,3,3,12,0.329,0.514,0.864,0
1252852,1,5,1,1,1,0.686,0.654,0.901,1
6978009,7,4,2,4,1,0.052,-0.011,0.06,0
78262,4,3,3,7,4,0.919,1.139,0.401,1
2693250,2,9,8,2,5,0.143,0.233,0.831,1
1476067,4,5,3,2,8,0.243,0.732,0.901,1
1027176,6,4,7,5,10,0.316,1.057,1.792,1
7480271,3,8,5,2,5,0.812,1.124,0.575,0
8007751,6,2,2,1,11,0.145,1.486,1.685,0
1714283,3,6,3,7,8,0.241,0.862,1.186,1
8249319,8,3,6,6,11,0.915,-0.189,0.458,0
88909,5,4,6,5,11,0.173,1.219,1.766,1
3212422,2,8,3,4,2,0.318,1.347,1.639,0
1993062,9,8,8,1,7,0.873,0.279,0.386,1
2350068,1,8,2,8,11,0.937,0.135,0.513,1
2668988,2,9,9,3,6,0.92,0.507,1.194,1
7962211,7,3,7,2,2,0.107,0.921,1.628,0
7791797,4,8,1,8,9,0.305,0.55,1.408,0
6930864,7,6,9,8,9,0.358,0.589,0.975,0
9155676,3,8,1,7,10,0.744,0.383,1.266,0
5189149,3,2,5,2,4,0.247,0.217,1.182,1
9182488,9,3,9,8,13,0.212,0.573,1.095,0
3099443,4,2,8,8,14,0.344,0.232,1.355,1
8790675,2,4,1,9,13,0.745,1.006,1.799,0
1606959,8,1,9,4,10,0.3,0.287,0.791,1
3427054,5,6,6,7,0,0.807,0.108,1.687,1
3617044,5,7,2,3,2,0.559,-0.229,0.093,1
6161927,2,4,9,3,14,0.822,1.425,1.011,0
2427834,8,3,9,9,2,0.195,0.91,1.349,0
2921857,4,7,1,2,0,0.219,0.067,0.049,1
5042846,3,6,4,4,13,0.069,-0.148,0.741,1
2194941,3,2,5,7,7,0.366,-0.022,0.373,1
4360141,2,3,2,7,12,0.336,1.431,0.638,0
9969932,2,2,3,9,10,0.522,0.645,1.943,0
7013067,7,8,8,5,10,0.439,1.444,0.248,0
9631161,6,7,8,9,9,0.167,1.152,0.902,0
2925016,4,5,8,3,1,0.149,0.296,0.675,1
2600044,9,6,1,3,12,0.244,0.108,1.036,1
6452171,6,8,3,8,7,0.427,-0.215,0.746,1
7327271,7,1,6,1,5,0.895,0.319,1.915,1
5684701,4,1,4,5,5,0.719,0.797,0.937,1
1017147,2,3,7,1,2,0.463,0.934,1.22,1
8817781,5,4,8,6,11,0.936,1.34,0.753,0
5594237,6,2,7,2,10,0.181,0.323,1.419,1
8494101,9,5,6,9,5,0.942,0.093,1.99,0
3276864,3,2,3,4,12,0.729,0.468,1.61,1
6477335,6,9,6,5,6,0.255,0.367,0.042,0
4276525,4,6,3,7,11,0.619,0.827,0.622,0
6109947,7,7,8,6,6,0.486,0.339,1.884,1
2516407,1,4,8,8,3,0.116,0.788,1.877,1
879623,8,7,9,3,13,0.275,0.082,0.856,1
7347096,4,6,4,6,4,0.146,1.084,1.318,0
6663626,1,7,2,5,14,0.272,1.451,1.115,0
3282205,9,6,3,6,2,0.188,0.253,0.266,0
1023692,3,7,5,4,5,0.82,1.455,0.867,0
6643376,1,1,6,6,8,0.207,1.162,1.043,0
5899987,6,8,8,1,0,0.846,-0.013,0.598,1
5863188,2,7,5,1,1,0.212,-0.109,1.578,1
4954261,9,5,3,1,0,0.446,0.643,1.35,0
8187900,8,4,3,1,8,0.506,0.307,1.111,0
449108,1,3,2,6,11,0.683,0.704,1.824,1
2167854,2,4,4,8,14,0.256,0.94,1.446,1
1811375,2,6,5,6,7,0.25,1.038,1.598,1
6174679,6,2,5,8,0,0.562,1.34,1.344,0
6815109,9,3,9,4,0,0.143,0.77,0.839,0
5200241,6,4,4,6,1,0.767,1.495,0.475,0
363333,2,6,3,9,4,0.224,0.533,0.706,1
8391067,9,3,2,3,0,0.171,-0.067,1.536,1
4160705,8,2,8,6,14,0.352,-0.115,0.034,1
3262428,1,3,4,5,9,0.219,1.078,0.66,1
702925,3,7,9,8,10,0.71,0.742,0.184,1
1943455,3,1,2,2,6,0.924,0.18,1.936,1
3665732,7,4,9,9,4,0.72,0.56,1.221,1
5882629,6,7,7,2,14,0.808,1.098,1.849,0
8000849,8,9,4,5,12,0.59,-0.001,1.818,0
2468443,2,6,1,7,13,0.191,0.714,0.49,1
7753362,6,4,1,2,10,0.867,0.173,0.185,0
9278747,9,5,3,7,3,0.266,0.142,0.841,0
495290,3,4,5,8,13,0.688,0.765,1.723,1
6496779,4,8,4,4,8,0.576,0.324,1.478,1
3046544,1,2,9,7,2,0.831,1.19,0.968,1
1169442,6,5,3,7,11,0.555,-0.18,0.76,1
5888300,3,3,2,9,8,0.518,0.903,0.472,0
8032929,1,5,9,1,4,0.806,0.132,0.882,1
2216778,8,8,8,5,2,0.561,0.221,1.276,1
6137545,3,2,8,4,6,0.781,1.032,1.904,1
8131312,9,4,4,4,1,0.703,1.162,0.858,0
9222439,6,9,4,3,0,0.504,0.268,0.352,0
5023133,2,8,1,2,3,0.273,-0.124,1.918,1
4865291,2,4,6,4,14,0.151,0.787,0.571,0
2699634,2,4,2,6,6,0.708,0.118,0.084,1
5820121,8,9,7,8,7,0.749,-0.209,0.741,0
4446364,5,4,8,8,7,0.483,0.903,0.021,0
5853515,4,9,5,1,0,0.729,0.793,0.232,0
5606769,6,8,4,2,5,0.871,-0.102,0.436,0
9859412,8,4,7,1,4,0.377,0.569,1.454,0
9819265,7,3,9,2,7,0.139,1.24,0.77,0
9831887,3,5,7,8,8,0.524,-0.089,1.74,0
5072841,1,9,2,6,13,0.096,1.451,1.934,0
8635522,3,6,1,1,4,0.083,0.124,0.397,1
2086252,2,7,8,9,4,0.513,-0.097,1.523,1
9608313,7,7,3,5,0,0.88,0.937,1.828,0
7780170,2,1,8,3,11,0.863,0.739,1.892,1
650349,8,1,7,8,1,0.305,0.215,1.871,1
990717,3,1,2,9,1,0.881,1.444,1.529,1
1189180,8,1,8,2,1,0.494,-0.111,1.919,1
2411894,8,7,3,6,0,0.486,1.311,1.709,0
4739095,3,1,3,4,11,0.414,1.138,0.454,0
898838,5,3,7,3,8,0.718,0.828,0.43,1
4990013,1,3,4,1,10,0.31,1.129,1.875,1
5577178,5,7,6,6,0,0.765,1.03,0.453,0
8980833,8,1,9,9,11,0.38,1.165,0.648,0
1111917,9,3,4,3,6,0.65,0.652,0.103,1
6967130,8,9,9,8,7,0.597,-0.048,0.81,0
9910216,8,3,9,2,14,0.734,1.047,1.874,0
9662647,1,9,1,3,11,0.767,0.08,1.353,0
1337423,7,3,1,1,14,0.65,-0.186,1.991,1
6165087,7,9,4,9,8,0.846,0.58,0.434,0
4931332,4,8,3,2,1,0.749,1.119,0.662,0
8491574,7,5,1,6,7,0.618,1.478,1.532,0
2333538,7,7,2,5,7,0.522,1.233,0.733,0
4416835,9,2,5,5,1,0.569,0.58,0.396,0
8640948,9,2,3,1,6,0.644,0.312,1.711,0
6503966,8,1,3,8,6,0.909,-0.05,0.184,0
9724700,6,6,7,7,4,0.275,0.978,0.949,0
6301089,7,2,2,1,9,0.265,0.041,1.731,0
1286755,7,4,4,5,1,0.419,-0.242,0.322,1
2782172,9,9,3,6,14,0.373,0.137,0.719,0
155076,8,1,7,4,1,0.825,0.289,1.105,1
9471516,2,4,6,7,7,0.164,1.378,0.228,0
266570,4,8,4,8,9,0.303,0.18,0.591,1
9288142,7,9,2,2,7,0.358,0.049,1.997,0
2265789,5,1,7,6,4,0.192,1.348,0.028,0
8116994,6,9,5,6,14,0.686,0.122,0.207,0
6537097,2,6,6,3,14,0.734,1.366,1.305,0
2783959,6,2,6,9,3,0.898,-0.267,0.334,1
8385038,9,7,7,2,11,0.23,-0.029,1.397,0
4219087,3,7,6,5,2,0.104,1.048,1.465,0
1085942,8,1,8,5,3,0.645,0.079,0.182,1
3935113,1,5,9,9,10,0.314,1.455,0.596,1
3356280,4,9,1,3,14,0.203,0.953,1.877,0
7096090,7,3,5,5,6,0.159,1.471,1.934,0
3561024,5,3,8,9,6,0.518,1.012,0.06,0
1033753,2,6,3,8,7,0.44,1.121,0.502,1
74506,1,8,1,9,5,0.467,0.305,0.474,1
2448437,6,9,3,2,14,0.805,0.738,1.527,1
4595291,5,6,7,3,10,0.463,-0.211,1.518,1
4181711,1,4,3,2,11,0.541,0.856,0.694,1
6477121,8,6,8,4,14,0.21,0.659,0.39,0
3319971,6,8,2,9,0,0.874,0.334,0.272,1
6187626,4,7,7,2,9,0.66,0.468,0.412,0
3187401,6,1,6,6,2,0.864,0.749,0.909,1
9258948,1,9,2,7,3,0.842,0.594,1.927,0
8231514,8,6,8,2,13,0.291,0.516,1.768,0
5622639,9,2,2,8,8,0.657,0.631,1.928,0
1844245,3,8,4,3,3,0.165,0.093,0.14,1
1884026,4,7,8,5,7,0.315,1.195,0.208,1
6586012,3,3,6,2,9,0.644,0.883,0.65,1
3797254,9,3,7,9,11,0.849,1.208,0.622,0
5835196,7,4,1,3,6,0.329,1.446,1.202,0
3935444,8,4,1,6,12,0.222,1.243,1.945,0
6473506,6,6,2,2,4,0.778,0.492,1.179,0
2052947,6,7,7,9,13,0.354,-0.249,0.296,1
1865710,9,7,1,7,10,0.103,0.476,1.821,0
369708,2,3,9,3,5,0.487,-0.098,1.219,1
5594007,1,8,4,6,7,0.42,0.079,0.316,0
7111870,5,5,8,5,13,0.186,1.488,1.348,0
3548594,9,9,6,1,0,0.779,0.17,1.895,1
3146094,1,4,7,6,14,0.873,0.519,0.41,1
9334462,6,7,4,3,12,0.58,1.221,0.171,0
6317158,8,7,8,7,13,0.343,0.326,0.095,0
4579905,9,1,3,2,14,0.67,-0.078,1.417,1
965825,6,5,8,2,9,0.619,1.101,0.758,1
6013899,8,8,3,3,3,0.307,1.208,0.113,0
9556639,4,2,1,3,5,0.473,-0.16,1.653,1
4143993,6,1,7,6,5,0.389,0.292,0.429,1
1474256,2,2,5,9,8,0.573,-0.274,0.787,1
9720124,5,4,2,1,14,0.935,0.49,1.858,0
4196698,7,8,4,3,10,0.368,0.837,0.061,0
559905,7,4,1,9,0,0.205,0.368,1.534,1
3529926,7,8,4,2,9,0.41,0.852,0.882,0
8279390,9,6,8,7,14,0.426,1.002,1.543,0
5170826,5,4,3,1,8,0.829,0.194,0.436,1
9037625,9,4,5,4,14,0.236,1.236,1.461,0
4746617,5,1,8,6,14,0.671,0.516,1.702,1
9616157,5,9,2,1,5,0.915,-0.073,1.583,0
6057239,4,3,3,5,11,0.635,0.286,1.378,1
9338093,9,7,3,6,12,0.542,0.139,0.368,0
8104636,7,9,3,8,1,0.878,0.243,1.683,0
9594202,1,1,1,4,2,0.901,-0.087,1.469,0
7426954,1,4,7,6,3,0.844,0.885,0.461,0
3264159,5,6,6,7,0,0.415,0.61,1.266,1
3252556,6,4,1,4,3,0.261,0.341,1.816,1
1287358,1,6,5,9,13,0.481,0.719,0.981,1
4510001,8,8,2,3,11,0.52,0.793,0.617,0
2680982,6,5,5,6,4,0.77,1.26,1.846,1
2325908,8,4,2,8,3,0.175,1.242,1.405,0
1025635,9,1,7,2,12,0.397,0.222,0.864,1
3579083,7,9,1,1,5,0.413,-0.144,1.43,1
9525866,7,9,7,9,0,0.157,0.549,0.078,0
2242749,2,5,1,7,7,0.393,-0.26,1.399,1
3562966,8,3,6,3,8,0.444,1.395,1.455,0
9767355,5,8,9,2,2,0.454,1.425,0.069,0
7899008,2,5,2,1,13,0.928,0.709,0.25,0
3699960,2,4,7,8,14,0.701,1.077,1.694,1
5581696,8,2,2,3,13,0.2,1.342,0.184,0
7836687,3,7,2,7,14,0.245,1.452,0.048,0
2323558,1,7,2,7,5,0.255,0.272,1.29,1
7868106,8,6,4,1,1,0.318,0.843,1.997,0
2375927,1,5,5,3,1,0.843,0.622,0.963,1
7353883,6,7,7,2,11,0.81,1.287,1.566,0
5523797,2,7,7,9,6,0.444,1.279,0.546,0
8991657,8,9,6,7,2,0.829,0.008,0.346,0
1342751,6,6,7,4,0,0.506,0.213,1.653,1
4845490,4,4,5,2,5,0.449,0.905,1.179,1
6707418,4,5,4,4,6,0.77,0.023,1.966,1
4913156,6,9,4,2,4,0.528,0.628,0.653,0
5976305,8,7,6,6,12,0.416,1.328,1.526,0
2769752,3,4,8,3,11,0.173,-0.261,0.064,1
8216543,3,9,8,5,7,0.289,0.898,0.106,0
8119578,1,1,8,4,12,0.48,0.28,0.995,1
1015478,2,7,8,1,3,0.776,0.825,1.713,1
7342001,7,6,9,6,10,0.124,0.772,0.22,0
9702932,7,9,7,1,7,0.752,0.409,1.341,0
8103625,6,5,9,7,12,0.187,0.249,1.156,0
5333804,1,8,4,8,13,0.516,0.521,0.822,0
7056951,2,5,1,8,6,0.602,0.556,1.824,1
2627384,1,7,5,2,4,0.246,1.431,1.525,1
6867964,3,2,6,1,14,0.541,0.267,1.041,1
4177566,3,3,1,2,5,0.472,1.131,1.624,1
4720805,3,1,8,8,0,0.605,0.223,0.582,1
8607168,1,7,7,6,14,0.584,1.223,0.477,0
8425493,1,4,3,2,13,0.486,1.457,0.249,0
5789654,8,8,1,3,12,0.414,1.068,1.831,0
2089115,7,5,7,6,3,0.675,1.483,1.37,0
7113050,3,2,8,3,13,0.878,-0.144,0.628,1
4020603,7,5,7,2,9,0.753,0.824,0.592,1
2111437,2,7,8,8,11,0.065,1.333,1.603,1
9447071,9,6,2,3,6,0.21,0.832,0.652,0
5761889,1,1,2,3,10,0.845,1.463,0.52,0
6029739,3,1,7,4,8,0.476,1.261,1.447,0
4499470,8,6,5,1,13,0.732,0.509,0.823,1
3327084,5,1,7,5,14,0.845,-0.078,1.897,1
547517,5,9,3,3,9,0.645,0.689,1.475,1
9486027,9,1,9,2,9,0.328,0.669,1.977,0
6374050,5,7,1,7,2,0.352,0.888,0.626,0
7192877,2,5,7,9,11,0.758,0.822,1.243,0
3122186,9,6,3,5,6,0.654,1.395,0.957,0
632305,5,4,2,1,9,0.072,1.068,1.385,1
3624746,8,9,1,1,2,0.384,0.057,0.138,0
8264408,4,2,2,2,0,0.634,0.128,1.561,0
3615689,1,3,1,9,7,0.187,-0.077,1.218,1
896975,9,4,2,6,5,0.693,0.708,0.318,1
4717698,5,5,7,3,6,0.471,-0.269,0.707,1
4345960,1,5,6,3,4,0.729,0.452,1.992,1
8406397,5,9,1,3,5,0.402,1.099,1.521,0
7539373,6,7,4,5,11,0.051,0.99,0.382,0
6554291,1,1,5,2,10,0.856,-0.095,0.664,1
6778413,7,5,5,1,11,0.434,-0.264,0.876,1
3263754,1,6,9,3,6,0.436,1.254,0.384,1
4544889,7,6,3,2,10,0.071,0.665,1.528,1
3556992,9,5,9,2,3,0.098,-0.207,0.0,1
5917963,6,7,3,2,10,0.7,1.251,0.003,0
8423441,9,2,9,1,10,0.532,1.173,0.709,0
4613204,1,1,2,6,3,0.341,0.978,0.691,0
6173584,3,6,3,2,1,0.27,0.19,0.864,0
